"X0.4528696478708477"	"X0.3296414865009327"	"X0.4130900588190004"	"X0.41266077182653116"	"X0.39449098793720955"	"X0.35136961762791186"	"X0.36555318014281274"	"X0.26732117380495224"	"X0.3132075236744812"	"X0.45431130063318986"	"X0.4412191190641889"	"X0.33470755391741686"	"X0.3379871127263286"	"X0.31823671241477786"	"X0.431517132332662"	"X0.3924036201388742"	"X0.4255939037869457"	"X0.31913075222019766"	"X0.4121501754824795"	"X0.3594541092610219"	"X"
0.329641486500933	0.274558902230327	0.293481330152942	0.28858698423122	0.287284157192081	0.262410311029109	0.250352269907754	0.227275468210535	0.255428735245735	0.322341397690336	0.324919137947339	0.238424089654688	0.271017071846791	0.237561946575171	0.330433579259337	0.290057963670543	0.327582170460555	0.253378246123587	0.307896700583149	0.261556994867822	NA
0.413090058819	0.293481330152942	0.402722133166097	0.377721995229414	0.36758715241084	0.317158003355054	0.339119217316361	0.242145469405561	0.273995909401623	0.41616572353388	0.41049195673993	0.309927964865569	0.301238619777283	0.293751291663458	0.394217181458748	0.355499784612504	0.378726946936763	0.284743433547948	0.37926188800751	0.333432778636235	NA
0.412660771826531	0.288586984231221	0.377721995229414	0.410287063600243	0.361504460446487	0.316965644164859	0.332881320711367	0.238080232855114	0.293276299076572	0.405454940127059	0.39931130063319	0.321900713730713	0.307504430203551	0.2986773963744	0.385773315217599	0.337248139624866	0.378064577109966	0.305650145239544	0.364082062766807	0.327668599699105	NA
0.39449098793721	0.287284157192081	0.36758715241084	0.361504460446486	0.372141486500933	0.319388041844538	0.310912416814169	0.244257043993909	0.288489020088833	0.399359852149897	0.390871555233353	0.298771653485525	0.314886104239097	0.284461937133596	0.388653051647705	0.357398776125273	0.386491926496994	0.291164724488224	0.380887073041818	0.323142455303653	NA
0.351369617627912	0.262410311029109	0.317158003355054	0.316965644164858	0.319388041844538	0.300457923986032	0.261528943109865	0.223987082483393	0.27542489027779	0.34973945064332	0.33467836517712	0.254012426255744	0.289910311029109	0.248995909401623	0.348088921836661	0.307990957694274	0.350257874859946	0.269338491282175	0.337206416935078	0.288227885496548	NA
0.365553180142813	0.250352269907754	0.339119217316361	0.332881320711367	0.310912416814169	0.261528943109865	0.319339628264514	0.190985313057571	0.225058101607226	0.364176457814615	0.366794921715752	0.276839628264514	0.244543522358545	0.256508581287798	0.338330831589219	0.319809500964433	0.327015332663905	0.255527974307145	0.324396868762768	0.291426996062849	NA
0.267321173804952	0.227275468210535	0.242145469405561	0.238080232855114	0.244257043993909	0.223987082483393	0.190985313057571	0.209403697589686	0.221727855253612	0.257541446816422	0.251258981599349	0.201932886329983	0.23952202355414	0.198174627902922	0.277524929962301	0.22703085047237	0.270241495942508	0.208578295249674	0.252230761661773	0.21852988166965	NA
0.313207523674481	0.255428735245735	0.273995909401623	0.293276299076572	0.288489020088833	0.27542489027779	0.225058101607226	0.221727855253612	0.291494772419284	0.303566622409154	0.289882259271152	0.222541584753105	0.296531651095472	0.22612798374872	0.308607346053287	0.264747278515894	0.331858853104241	0.260980193170603	0.306188931278236	0.252071574116503	NA
0.45431130063319	0.322341397690336	0.41616572353388	0.405454940127059	0.399359852149897	0.34973945064332	0.364176457814615	0.257541446816422	0.303566622409154	0.468743325854201	0.464687054158667	0.331402651336154	0.326949127310737	0.313849255805845	0.433077248996142	0.400993864102435	0.423849117869162	0.315944313540072	0.41698216101898	0.364339490327831	NA
0.441219119064189	0.32491913794734	0.41049195673993	0.39931130063319	0.390871555233353	0.33467836517712	0.366794921715752	0.251258981599349	0.289882259271152	0.464687054158667	0.468351193411286	0.328330831589219	0.314110390398131	0.309241526185444	0.411950126356393	0.409041477059358	0.422390948252699	0.317317190900324	0.420855038379232	0.354887103284753	NA
0.334707553917417	0.238424089654688	0.309927964865569	0.321900713730713	0.298771653485525	0.254012426255744	0.276839628264514	0.201932886329983	0.222541584753105	0.331402651336154	0.328330831589219	0.295368786761875	0.244784295128765	0.252023160536479	0.323314314735098	0.289065821786053	0.312374569335261	0.237598825251359	0.300740557382723	0.266271653485525	NA
0.337987112726328	0.271017071846791	0.301238619777283	0.307504430203551	0.314886104239097	0.289910311029109	0.244543522358545	0.23952202355414	0.296531651095471	0.326949127310737	0.314110390398131	0.244784295128765	0.319877277320867	0.243113404500039	0.342247140579211	0.295731730464493	0.352153021404769	0.272119987696527	0.330224841151704	0.273505536942954	NA
0.318236712414778	0.237561946575172	0.293751291663458	0.2986773963744	0.284461937133596	0.248995909401623	0.256508581287798	0.198174627902922	0.22612798374872	0.313849255805845	0.309241526185443	0.252023160536479	0.24311340450004	0.253089197710028	0.308849255805845	0.272256105434124	0.302513395058464	0.229669676195573	0.283812377129658	0.254719226757936	NA
0.431517132332662	0.330433579259337	0.394217181458748	0.385773315217599	0.388653051647705	0.348088921836661	0.338330831589219	0.277524929962301	0.308607346053287	0.433077248996141	0.411950126356393	0.323314314735098	0.342247140579211	0.308849255805845	0.443162679189036	0.396116172971517	0.410956847489564	0.320278236682012	0.40631608416092	0.355131721022918	NA
0.392403620138874	0.290057963670543	0.355499784612504	0.337248139624866	0.357398776125273	0.307990957694274	0.319809500964433	0.22703085047237	0.264747278515894	0.400993864102435	0.409041477059357	0.289065821786053	0.295731730464493	0.272256105434124	0.396116172971517	0.382892993551887	0.377987112726329	0.281577356689889	0.377896838519832	0.319796829078257	NA
0.425593903786946	0.327582170460555	0.378726946936763	0.378064577109966	0.386491926496994	0.350257874859946	0.327015332663905	0.270241495942508	0.331858853104241	0.423849117869162	0.422390948252699	0.312374569335261	0.352153021404769	0.302513395058464	0.410956847489564	0.377987112726329	0.432182210145066	0.318884997499694	0.414134597188143	0.335544353224583	NA
0.319130752220198	0.253378246123588	0.284743433547949	0.305650145239544	0.291164724488225	0.269338491282175	0.255527974307145	0.208578295249674	0.260980193170604	0.315944313540072	0.317317190900324	0.237598825251359	0.272119987696527	0.229669676195573	0.320278236682012	0.281577356689889	0.318884997499694	0.263455986380592	0.306895731780429	0.264314284492163	NA
0.41215017548248	0.307896700583149	0.37926188800751	0.364082062766807	0.380887073041818	0.337206416935078	0.324396868762768	0.252230761661773	0.306188931278236	0.41698216101898	0.420855038379232	0.300740557382723	0.330224841151704	0.283812377129658	0.40631608416092	0.377896838519833	0.414134597188143	0.306895731780429	0.412075419084449	0.330389010647258	NA
0.359454109261022	0.261556994867822	0.333432778636235	0.327668599699106	0.323142455303653	0.288227885496548	0.291426996062849	0.21852988166965	0.252071574116503	0.364339490327831	0.354887103284753	0.266271653485525	0.273505536942954	0.254719226757936	0.355131721022918	0.319796829078257	0.335544353224582	0.264314284492163	0.330389010647258	0.302378414303206	NA
