"X0.3134636763164825"	"X0.28211229776063607"	"X0.30592779668595066"	"X0.28046176895397745"	"X0.3353025814087077"	"X0.22725767643739134"	"X0.29114308774713554"	"X0.3215685297716593"	"X0.2928178233438061"	"X0.27928125078392085"	"X0.2853267881987195"	"X0.3110132268788456"	"X0.24174052713978775"	"X0.2646365045506481"	"X0.3454579239860322"	"X0.292421845932946"	"X0.3285170718467912"	"X0.33821905857831785"	"X0.30307624995048543"	"X0.3068626980721869"	"X"
0.282112297760636	0.283407572800568	0.302023022599796	0.264980361350222	0.310589059773345	0.200432718150364	0.267328863740843	0.291790077702151	0.273337522479455	0.269290077702151	0.25809290474129	0.30277452965075	0.230768747077364	0.251499754369568	0.332709461279922	0.270654128144173	0.302815253294883	0.32001724002641	0.284628814614757	0.29427356084803	NA
0.305927796685951	0.302023022599796	0.352419137947339	0.307263795370015	0.34958026309805	0.196045261541432	0.284497678827445	0.33107929429533	0.282708324297582	0.305552181097157	0.288958892788752	0.327456016623527	0.277737650974563	0.287504568140234	0.385699695801907	0.294493833859499	0.331099656117396	0.365940468572126	0.31723945064332	0.323542415619142	NA
0.280461768953978	0.264980361350222	0.307263795370015	0.285376476697766	0.308403589895939	0.205730731418837	0.284122063238651	0.309290077702151	0.276981161973324	0.273289108899431	0.269060839835768	0.297361897449085	0.24587069412438	0.265380321665711	0.336708492477202	0.281344411792244	0.30559290474129	0.328464813298822	0.289273422911347	0.294155096946893	NA
0.335302581408708	0.310589059773344	0.34958026309805	0.308403589895939	0.369624969646812	0.215199635316036	0.287843305052841	0.340454079018087	0.297589860396446	0.312206554871761	0.304922982915285	0.333955047820807	0.280825987575618	0.286732699267213	0.391214275050588	0.306956955183312	0.34951035071362	0.378146300271599	0.322517102089726	0.32309290474129	NA
0.227257676437391	0.200432718150364	0.196045261541432	0.205730731418837	0.215199635316036	0.300496373665487	0.304345044235727	0.246302551165772	0.295296324539401	0.189431749347644	0.197351933548516	0.220179273493969	0.155649284130571	0.196069468331444	0.217381260225496	0.268021855374521	0.250105378204911	0.235612267517701	0.217429535868837	0.236441376888975	NA
0.291143087747135	0.267328863740843	0.284497678827445	0.284122063238651	0.287843305052841	0.304345044235727	0.371176397328744	0.335061946575172	0.348058596114025	0.266997816764128	0.268422814735666	0.308313315689443	0.216307533116056	0.261548167949593	0.307659910717559	0.339795830032602	0.319775330273852	0.323901652290498	0.285583939886376	0.316209431036986	NA
0.321568529771659	0.291790077702151	0.33107929429533	0.309290077702151	0.340454079018086	0.246302551165772	0.335061946575172	0.356986281860292	0.321311240147319	0.298407572800568	0.297978285808098	0.335392993551887	0.262304656950831	0.279056994867823	0.369069666753998	0.331973609974116	0.347365742417031	0.365687161852415	0.308346211461001	0.328150283176227	NA
0.292817823343806	0.273337522479454	0.282708324297583	0.276981161973324	0.297589860396446	0.2952963245394	0.348058596114026	0.321311240147319	0.344540972520501	0.257336553676734	0.267066454229535	0.303239420400384	0.223987082483393	0.258402452913599	0.312447189705297	0.326065485426815	0.311649977059925	0.313553950522979	0.292258675483047	0.312691807443462	NA
0.279281250783921	0.269290077702151	0.305552181097157	0.273289108899431	0.312206554871761	0.189431749347644	0.266997816764128	0.298407572800568	0.257336553676734	0.287230899598456	0.259967689464047	0.300098825251359	0.236577494626572	0.253999754369569	0.347084246002679	0.276425997017194	0.308587122167904	0.33027452965075	0.274408403666604	0.294097856448639	NA
0.28532678819872	0.25809290474129	0.288958892788752	0.269060839835768	0.304922982915285	0.197351933548516	0.268422814735666	0.297978285808098	0.267066454229535	0.259967689464047	0.276838491282175	0.294355008136296	0.232859959843645	0.245302581408707	0.326181241342345	0.270604439645126	0.294240389203104	0.314649176436824	0.282226778757144	0.286720027381038	NA
0.311013226878845	0.30277452965075	0.327456016623527	0.297361897449085	0.333955047820807	0.220179273493969	0.308313315689443	0.335392993551887	0.303239420400384	0.300098825251359	0.294355008136296	0.348758981599349	0.251753199025963	0.278211368642427	0.367554118702597	0.305792953867376	0.336695820591026	0.357104607824745	0.308758843662666	0.335000723172289	NA
0.241740527139788	0.230768747077364	0.277737650974563	0.24587069412438	0.280825987575618	0.155649284130571	0.216307533116056	0.262304656950831	0.223987082483393	0.236577494626572	0.232859959843645	0.251753199025963	0.25246782740073	0.240560008969731	0.30885708367842	0.229632797519386	0.256912386571233	0.295061946575172	0.247778374618695	0.248546398523771	NA
0.264636504550648	0.251499754369568	0.287504568140234	0.265380321665711	0.286732699267213	0.196069468331444	0.261548167949592	0.279056994867822	0.258402452913599	0.253999754369568	0.245302581408707	0.278211368642427	0.240560008969731	0.267826926135403	0.318779343421416	0.257095780906515	0.280339460084895	0.309020116191635	0.271287033357307	0.281540478013702	NA
